pl_name,hostname,sy_snum,sy_pnum,sy_mnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
Kepler-945 b,Kepler-945,1,1,0,31.00338140,0.203700,2.630,0.235,7.41000,0.02330,M-R relationship,2.240000,0.000000,31.70,616,89.810,2454976.289140,0,0.1510,0.064520,5.2040000,45.630000,0.02479,,,,,,,,5718.00,0.97,0.97,-0.010,[Fe/H],0.024,4.46,4.470,1.87035,,,
Kepler-946 b,Kepler-946,1,1,0,11.79162572,0.100200,1.930,0.172,4.38000,0.01380,M-R relationship,3.350000,0.000000,124.07,857,89.940,2454967.540210,0,0.0340,0.041540,3.0070000,30.460000,0.01897,,,,,,,,5665.00,0.93,0.94,-0.090,[Fe/H],0.134,4.47,4.170,3.74820,,,
Kepler-947 b,Kepler-947,1,1,0,26.96443170,0.177300,2.280,0.203,5.82000,0.01830,M-R relationship,2.700000,0.000000,51.95,573,89.990,2454978.343430,0,0.0060,0.060170,3.9490000,55.530000,0.02430,,,,,,,,5508.00,0.87,0.90,-0.070,[Fe/H],0.142,4.52,4.270,4.45566,,,
Kepler-948 b,Kepler-948,1,1,0,7.76846622,0.074900,1.850,0.165,4.08000,0.01280,M-R relationship,3.540000,0.000000,126.20,841,88.680,2454971.062500,0,0.3530,0.021780,4.3850000,4.820000,0.01782,,,,,,,,5679.00,0.94,0.96,-0.020,[Fe/H],-0.109,4.47,4.170,1.12282,,,
Kepler-949 b,Kepler-949,1,1,0,8.68930730,0.077400,2.910,0.260,8.80000,0.02770,M-R relationship,1.960000,0.000000,58.44,782,89.940,2454966.661087,0,0.2037,0.111700,2.5913000,26.669000,0.03096,,,,,,,,5403.00,0.86,0.89,0.010,[Fe/H],-0.442,4.53,4.570,4.35145,,,
Kepler-95 b,Kepler-95,1,1,0,11.52310000,0.101700,3.420,0.305,13.00000,0.04100,Mass,1.710000,0.000000,178.83,927,90.000,2454964.968410,0,0.7400,0.050480,3.8853000,23.087000,0.02217,,,,3.360,,,,5699.00,1.41,1.08,0.300,[Fe/H],0.281,4.17,5.630,0.54000,0.7000,,-29.60
Kepler-950 b,Kepler-950,1,1,0,98.71804060,0.398200,8.980,0.801,59.60000,0.18800,M-R relationship,0.452000,0.000000,3.97,360,89.680,2454964.586110,0,0.5880,0.732000,6.4184000,120.100000,0.08054,,,,,,,,5857.00,1.02,1.02,0.020,[Fe/H],0.355,4.44,3.800,3.36280,,,
Kepler-951 b,Kepler-951,2,1,0,71.52530845,0.309100,5.590,0.499,26.70000,0.08390,M-R relationship,0.840000,0.000000,2.47,340,89.960,2455024.692545,0,0.0150,0.627940,5.9273000,98.609000,0.06975,,,,,,,,4834.00,0.73,0.77,-0.010,[Fe/H],-0.642,4.60,4.270,3.54555,,,
Kepler-952 b,Kepler-952,1,1,0,130.35469190,0.518300,7.650,0.682,45.40000,0.14300,M-R relationship,0.557000,0.000000,5.05,369,89.700,2454977.060140,0,0.6750,0.512870,6.3820000,175.000000,0.07138,,,,,,,,5730.00,0.99,1.00,0.060,[Fe/H],0.097,4.45,4.270,2.31284,,,
Kepler-953 b,Kepler-953,1,2,0,88.40655258,0.392000,4.210,0.376,16.50000,0.05190,M-R relationship,1.220000,0.000000,5.84,410,89.370,2455009.275572,0,0.5668,0.172440,12.3073000,41.400000,0.03920,,,,,,,,5416.00,0.99,0.95,0.260,[Fe/H],-0.119,4.42,8.710,0.26440,,,
Kepler-953 c,Kepler-953,1,2,0,9.10967112,0.086200,1.190,0.106,1.81000,0.00570,M-R relationship,5.900000,0.000000,121.04,873,85.020,2454966.067240,0,0.3443,0.012640,5.3021000,12.490000,0.01065,,,,,,,,5416.00,0.99,0.95,0.260,[Fe/H],-0.119,4.42,8.710,0.44401,,,
Kepler-954 b,Kepler-954,1,1,0,16.78176602,0.118000,2.320,0.207,5.99000,0.01890,M-R relationship,2.640000,0.000000,21.53,545,89.070,2454972.793332,0,0.5185,0.090800,3.7533000,29.600000,0.02800,,,,,,,,4990.00,0.76,0.82,0.020,[Fe/H],-0.572,4.59,3.390,1.87375,,,-24.28
Kepler-955 b,Kepler-955,1,1,0,14.53244172,0.108300,3.130,0.279,9.96000,0.03130,M-R relationship,1.780000,0.000000,33.09,664,90.000,2454973.724798,0,0.1427,0.142630,3.1732000,35.840000,0.03402,,,,,,,,5350.00,0.84,0.89,0.020,[Fe/H],-0.409,4.54,4.370,4.12240,,,
Kepler-956 b,Kepler-956,1,1,0,5.24867263,0.059600,3.000,0.268,9.27000,0.02920,M-R relationship,1.890000,0.000000,307.06,1056,86.000,2454968.516253,0,0.6528,0.062120,1.8418000,12.140000,0.02411,,,,,,,,6040.00,1.15,1.10,0.020,[Fe/H],0.052,4.36,3.470,1.48273,,,
Kepler-957 b,Kepler-957,1,1,0,5.90741354,0.055900,5.500,0.491,25.90000,0.08160,M-R relationship,0.855000,0.000000,124.91,769,89.780,2454966.934664,0,0.2815,0.538300,1.0864000,42.750000,0.06683,,,,,,,,4963.00,0.75,0.81,-0.010,[Fe/H],-0.468,4.60,2.750,42.35500,,,
Kepler-958 b,Kepler-958,1,1,0,9.76788050,0.085200,2.060,0.184,4.90000,0.01540,M-R relationship,3.080000,0.000000,73.59,749,86.730,2454972.437821,0,0.9380,0.060030,1.9474000,38.570000,0.02222,,,,,,,,5421.00,0.86,0.91,0.010,[Fe/H],-0.282,4.53,4.370,11.37484,,,
Kepler-959 b,Kepler-959,1,1,0,14.80074836,0.163300,4.380,0.391,17.60000,0.05550,M-R relationship,1.150000,0.000000,165.87,1912,88.880,2454965.823050,0,0.9705,0.050140,5.6698000,20.274000,0.02044,,,,,,,,7005.00,2.01,1.60,0.020,[Fe/H],0.738,4.04,1.350,0.45596,,,15.54
Kepler-96 b,Kepler-96,1,1,0,16.23850000,0.123500,2.670,0.238,8.46000,0.02700,Mass,2.260000,0.000000,57.52,711,87.940,2455004.018970,0,0.5400,0.064330,3.8170000,33.160000,0.02397,,,,2.100,,,,5690.00,1.02,1.00,0.040,[Fe/H],-0.052,4.42,2.340,1.54000,0.5000,,-47.12
Kepler-960 b,Kepler-960,1,1,0,3.12686223,0.041400,2.290,0.204,5.86000,0.01840,M-R relationship,2.680000,0.000000,129.22,1391,87.930,2454966.724506,0,0.7251,0.079460,1.1975000,20.250000,0.02858,,,,,,,,4755.00,0.72,0.77,0.020,[Fe/H],-0.629,4.61,3.630,8.96358,,,
Kepler-961 b,Kepler-961,1,1,0,16.87727414,0.124500,2.550,0.227,7.04000,0.02210,M-R relationship,2.330000,0.000000,40.40,642,89.020,2454971.647900,0,0.0703,0.083360,3.7835000,34.890000,0.02622,,,,,,,,5582.00,0.90,0.96,0.050,[Fe/H],-0.194,4.51,2.820,2.82159,2.5000,,15.89
Kepler-962 b,Kepler-962,1,1,0,12.05707239,0.098400,1.970,0.176,4.54000,0.01430,M-R relationship,3.260000,0.000000,53.82,689,89.070,2454968.414710,0,0.3058,0.051980,2.2598000,39.710000,0.02092,,,,,,,,5478.00,0.86,0.93,0.010,[Fe/H],-0.261,4.54,2.400,8.14697,,,
Kepler-963 b,Kepler-963,1,1,0,9.97683705,0.084900,2.660,0.237,7.56000,0.02380,M-R relationship,2.210000,0.000000,83.49,802,89.940,2454964.766740,0,0.8990,0.099220,3.4190000,22.824000,0.02847,,,,,,,,5461.00,0.87,0.91,-0.020,[Fe/H],-0.225,4.52,4.070,2.25960,,,
Kepler-964 b,Kepler-964,1,1,0,13.52251060,0.106300,2.120,0.189,5.14000,0.01620,M-R relationship,2.960000,0.000000,43.92,652,89.520,2454975.181290,0,0.8000,0.066970,3.8931000,27.000000,0.02340,,,,,,,,5427.00,0.84,0.93,0.030,[Fe/H],-0.306,4.55,1.910,2.03637,,,
Kepler-965 b,Kepler-965,1,1,0,134.25272980,0.512000,3.380,0.302,11.40000,0.03570,M-R relationship,1.620000,0.000000,4.98,393,90.000,2455015.704100,0,0.0253,0.083210,9.1050000,116.123000,0.02683,,,,,,,,5886.00,1.15,1.05,0.030,[Fe/H],0.148,4.33,5.500,1.64351,,,
Kepler-966 b,Kepler-966,1,1,0,99.74762200,0.390700,4.130,0.368,16.00000,0.05020,M-R relationship,1.250000,0.000000,10.97,391,89.320,2455041.395370,1,0.7800,0.128700,6.7440000,69.900000,0.03695,,,,,,,,5840.00,1.02,1.02,0.040,[Fe/H],0.233,4.43,4.070,0.65013,,,
Kepler-967 b,Kepler-967,1,2,0,13.22713379,0.102700,2.350,0.210,6.12000,0.01930,M-R relationship,2.590000,0.000000,39.10,638,89.980,2454975.203340,0,0.0130,0.088600,3.2928000,31.530000,0.02707,,,,,,,,5178.00,0.80,0.84,-0.030,[Fe/H],-0.718,4.56,5.890,3.39073,,,
Kepler-967 c,Kepler-967,1,2,0,198.71125020,0.625300,3.650,0.326,12.90000,0.04070,M-R relationship,1.460000,0.000000,1.05,258,89.990,2454989.517390,0,0.0803,0.217080,8.5374000,184.680000,0.04173,,,,,,,,5178.00,0.80,0.84,-0.030,[Fe/H],-0.718,4.56,5.890,2.92892,,,
Kepler-968 b,Kepler-968,1,3,0,3.69298373,0.038900,2.000,0.178,4.66000,0.01470,M-R relationship,3.200000,0.000000,103.91,745,85.880,2454965.736952,0,0.2074,0.079000,1.7291000,16.400000,0.02552,,,,,,,,4598.00,0.70,0.76,0.130,[Fe/H],-0.763,4.63,2.140,6.11686,,,
Kepler-968 c,Kepler-968,1,3,0,5.70940492,0.052000,1.690,0.151,3.50000,0.01100,M-R relationship,3.980000,0.000000,58.15,644,87.700,2454970.122100,0,0.2106,0.061160,1.5769000,27.680000,0.02247,,,,,,,,4598.00,0.70,0.76,0.130,[Fe/H],-0.763,4.63,2.140,12.30954,,,
Kepler-969 b,Kepler-969,1,2,0,34.17317140,0.202700,2.070,0.185,4.94000,0.01550,M-R relationship,3.060000,0.000000,10.17,465,88.630,2454970.791400,0,0.7110,0.063090,4.4751000,58.490000,0.02261,,,,,,,,5214.00,0.82,0.92,0.220,[Fe/H],-0.389,4.57,1.510,3.24214,,,
Kepler-969 c,Kepler-969,1,2,0,1.68293460,0.027200,0.990,0.088,0.93700,0.00295,M-R relationship,5.310000,0.000000,564.58,1270,82.420,2454964.968030,0,0.4643,0.014620,1.8737000,5.160000,0.01119,,,,,,,,5214.00,0.82,0.92,0.220,[Fe/H],-0.389,4.57,1.510,1.59429,,,
Kepler-97 b,Kepler-97,1,2,0,2.58664000,0.035600,1.480,0.132,3.51000,0.01100,Mass,5.440000,0.000000,767.96,1328,87.610,2455004.841210,0,0.4100,0.022420,2.2530000,5.200000,0.01380,,,,1.650,,,,5779.00,0.98,0.94,-0.200,[Fe/H],-0.025,4.43,8.420,1.53000,0.5000,,3.14
Kepler-97 c,Kepler-97,1,2,0,789.00000000,,,,344.00000,1.08000,Mass,,,,,,,0,,,,,,,,,25.000,,,,5779.00,0.98,0.94,-0.200,[Fe/H],-0.037,4.43,8.420,1.53000,0.5000,,3.14
Kepler-970 b,Kepler-970,2,1,0,16.73652231,0.110700,2.770,0.247,8.10000,0.02550,M-R relationship,2.090000,0.000000,11.11,464,88.320,2454976.132420,0,0.8187,0.128920,1.9947000,30.800000,0.03761,,,,,,,,4511.00,0.67,0.70,-0.080,[Fe/H],-0.821,4.64,4.680,4.61175,,,
Kepler-971 b,Kepler-971,1,1,0,9.59070716,0.082700,2.130,0.190,5.18000,0.01630,M-R relationship,2.950000,0.000000,82.77,1087,88.990,2454965.681170,0,0.8380,0.055480,3.4847000,11.700000,0.02343,,,,,,,,5431.00,0.85,0.88,-0.060,[Fe/H],-0.299,4.54,4.470,1.72343,,,
Kepler-972 b,Kepler-972,1,1,0,7.03932553,0.073400,4.650,0.415,19.50000,0.06140,M-R relationship,1.070000,0.000000,266.51,1060,81.050,2454966.853850,0,0.9560,0.090050,3.4480000,6.400000,0.03478,,,,,,,,6146.00,1.22,1.15,0.040,[Fe/H],0.191,4.33,2.820,0.08845,,,
Kepler-973 b,Kepler-973,1,1,0,49.60773310,0.250800,1.960,0.175,4.50000,0.01420,M-R relationship,3.280000,0.000000,7.89,402,89.500,2454971.414150,0,0.0037,0.062670,2.8424000,136.370000,0.02276,,,,,,,,5213.00,0.78,0.86,-0.060,[Fe/H],-0.344,4.58,2.290,2.18901,,,-22.84
Kepler-974 b,Kepler-974,1,1,0,4.19449651,0.041900,1.570,0.140,3.09000,0.00972,M-R relationship,4.390000,0.000000,28.51,577,85.090,2454967.134290,0,0.8237,0.074500,1.8482000,10.740000,0.02939,,,,,,,,3687.00,0.50,0.52,0.070,[Fe/H],-1.354,4.76,4.370,4.83840,,,
Kepler-975 b,Kepler-975,1,1,0,1.97034246,0.030300,1.480,0.132,2.79000,0.00879,M-R relationship,4.730000,0.000000,328.70,1599,79.560,2454964.947762,0,0.8300,0.040320,1.7381000,4.900000,0.01841,,,,,,,,4897.00,0.75,0.80,0.070,[Fe/H],-0.512,4.59,3.890,2.55402,,,
Kepler-976 b,Kepler-976,1,1,0,105.95641480,0.421700,3.960,0.353,14.90000,0.04670,M-R relationship,1.320000,0.000000,2.66,324,89.840,2455015.053680,0,0.3220,0.228640,6.9860000,120.949000,0.04388,,,,,,,,5232.00,0.83,0.87,0.070,[Fe/H],-0.360,4.55,4.680,2.54944,,,
Kepler-977 b,Kepler-977,1,1,0,26.85328322,0.162000,2.620,0.234,7.37000,0.02320,M-R relationship,2.250000,0.000000,13.96,544,89.990,2454976.311160,0,0.0100,0.100360,4.5063000,47.326000,0.02913,,,,,,,,5315.00,0.83,0.87,-0.010,[Fe/H],-0.476,4.55,4.570,2.04472,,,
Kepler-978 b,Kepler-978,1,1,0,49.62215090,0.272600,2.990,0.267,9.22000,0.02900,M-R relationship,1.900000,0.000000,20.99,546,87.520,2454970.100260,0,0.6700,0.049110,7.0930000,21.700000,0.02468,,,,,,,,6002.00,1.09,1.07,-0.010,[Fe/H],0.143,4.38,3.630,0.09556,,,22.78
Kepler-979 b,Kepler-979,1,1,0,8.08801350,0.075300,2.720,0.243,7.85000,0.02470,M-R relationship,2.140000,0.000000,77.84,792,88.230,2454971.736150,0,0.5932,0.095290,1.7768000,24.100000,0.03034,,,,,,,,5310.00,0.83,0.87,-0.020,[Fe/H],-0.320,4.54,4.570,7.27802,,,
Kepler-98 b,Kepler-98,1,1,0,1.54168000,0.025600,1.990,0.178,3.55000,0.01100,Mass,2.180000,0.000000,1107.39,1592,86.470,2455003.543280,0,0.5600,0.029650,1.9874000,5.100000,0.01638,,,,1.820,,,,5539.00,1.11,0.99,0.180,[Fe/H],-0.133,4.34,2.790,1.12000,0.5000,,-30.98
Kepler-980 b,Kepler-980,1,1,0,11.55102504,0.100500,2.670,0.238,7.61000,0.02390,M-R relationship,2.200000,0.000000,170.14,845,88.790,2454967.908610,0,0.9140,0.040280,3.7140000,11.000000,0.02253,,,,,,,,5935.00,1.06,1.05,0.010,[Fe/H],0.262,4.41,3.550,1.82309,,,
Kepler-981 b,Kepler-981,1,1,0,4.46975774,0.053500,2.310,0.206,5.95000,0.01870,M-R relationship,2.650000,0.000000,337.47,1103,88.320,2454964.843660,0,0.0062,0.059280,1.8062000,19.330000,0.02230,,,,,,,,5718.00,0.96,0.98,0.010,[Fe/H],-0.081,4.47,4.070,6.84413,,,
Kepler-982 b,Kepler-982,1,1,0,15.77382210,0.129100,2.250,0.201,5.69000,0.01790,M-R relationship,2.740000,0.000000,185.20,955,89.920,2454970.530850,0,0.8950,0.031270,4.9443000,24.769400,0.01626,,,,,,,,6139.00,1.29,1.16,0.050,[Fe/H],0.511,4.28,3.550,0.64822,,,
Kepler-983 b,Kepler-983,1,1,0,60.08550820,0.314800,2.360,0.211,6.17000,0.01940,M-R relationship,2.580000,0.000000,31.00,485,88.930,2454986.254860,0,0.7900,0.043220,6.9290000,48.200000,0.02024,,,,,,,,6052.00,1.08,1.13,0.120,[Fe/H],0.150,4.42,1.410,0.39852,,,
Kepler-984 b,Kepler-984,1,1,0,43.03422720,0.232700,2.120,0.189,5.14000,0.01620,M-R relationship,2.960000,0.000000,13.99,484,88.070,2454970.690210,0,0.2622,0.050900,6.0726000,53.400000,0.02056,,,,,,,,5610.00,0.93,0.96,0.040,[Fe/H],-0.108,4.49,3.980,1.55540,,,
Kepler-985 b,Kepler-985,1,1,0,116.33190100,0.445100,2.980,0.266,9.17000,0.02880,M-R relationship,1.900000,0.000000,2.59,323,89.990,2455006.686900,0,0.0320,0.158630,6.8650000,130.950000,0.03244,,,,,,,,5434.00,0.85,0.91,0.000,[Fe/H],-0.283,4.54,3.390,3.13923,,,
Kepler-986 b,Kepler-986,1,1,0,56.43499380,0.276000,2.360,0.211,6.17000,0.01940,M-R relationship,2.580000,0.000000,10.86,465,89.990,2454984.411710,0,0.0190,0.056910,4.7029000,92.954000,0.02166,,,,,,,,5642.00,0.98,0.96,0.040,[Fe/H],-0.047,4.43,6.170,4.77055,,,
Kepler-987 b,Kepler-987,1,1,0,105.30331480,0.423800,3.260,0.291,10.70000,0.03360,M-R relationship,1.700000,0.000000,3.85,351,89.990,2455040.173430,0,0.0270,0.133040,6.1200000,135.680000,0.03335,,,,,,,,5637.00,0.91,0.97,0.010,[Fe/H],-0.145,4.51,2.450,4.07825,,,
Kepler-988 b,Kepler-988,1,1,0,17.76080053,0.108500,2.070,0.185,4.94000,0.01550,M-R relationship,3.060000,0.000000,6.56,368,89.460,2454970.506280,0,0.6270,0.128720,1.6860000,65.000000,0.03554,,,,,,,,4005.00,0.53,0.55,-0.320,[Fe/H],-1.047,4.73,3.160,3.38055,,,
Kepler-989 b,Kepler-989,1,1,0,7.96431535,0.073400,2.210,0.197,5.52000,0.01740,M-R relationship,2.810000,0.000000,74.35,805,89.730,2454969.816720,0,0.1890,0.074600,1.4980000,40.640000,0.02575,,,,,,,,5074.00,0.78,0.82,0.010,[Fe/H],-0.427,4.58,4.680,18.99927,,,
Kepler-99 b,Kepler-99,2,1,0,4.60358000,0.050300,1.480,0.132,6.15000,0.01900,Mass,10.900000,0.000000,108.04,810,89.050,2455004.838930,0,0.2100,0.044980,2.3499000,14.810000,0.01847,,,,2.910,,,,4782.00,0.73,0.79,0.180,[Fe/H],-0.585,4.61,1.470,2.86000,0.5000,,-23.00
Kepler-990 b,Kepler-990,1,2,0,9.91723428,0.088300,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,0.000000,157.41,903,87.060,2454968.139490,0,0.7860,0.045790,3.2597000,14.650000,0.02223,,,,,,,,5948.00,1.08,1.05,0.010,[Fe/H],-0.050,4.39,3.550,0.60420,,,
Kepler-990 c,Kepler-990,1,2,0,0.53835431,0.012700,1.530,0.136,2.96000,0.00930,M-R relationship,4.540000,0.000000,7609.22,2386,82.870,2454964.649310,0,0.1093,0.019020,1.4801000,2.862000,0.01293,,,,,,,,5948.00,1.08,1.05,0.010,[Fe/H],-0.050,4.39,3.550,1.52952,,,
Kepler-991 b,Kepler-991,1,1,0,82.53425190,0.310400,2.540,0.227,6.99000,0.02200,M-R relationship,2.340000,0.000000,1.37,260,89.990,2455042.126410,0,0.0330,0.189540,4.8336000,134.800000,0.03754,,,,,,,,4392.00,0.61,0.64,-0.250,[Fe/H],-0.831,4.67,3.470,6.80263,,,
Kepler-992 b,Kepler-992,1,1,0,20.16034462,0.133900,1.620,0.145,3.26000,0.01020,M-R relationship,4.210000,0.000000,15.29,510,86.390,2454977.343900,0,0.8887,0.033640,3.8215000,43.300000,0.02024,,,,,,,,4944.00,0.74,0.80,-0.040,[Fe/H],-0.570,4.60,3.020,2.48007,,,
Kepler-993 b,Kepler-993,1,1,0,22.08557563,0.130000,2.970,0.265,9.11000,0.02870,M-R relationship,1.910000,0.000000,3.95,352,89.410,2454968.231320,0,0.0088,0.315740,2.1619000,81.910000,0.04960,,,,,,,,3843.00,0.54,0.57,0.030,[Fe/H],-1.229,4.72,3.890,4.12779,,,
Kepler-994 b,Kepler-994,1,1,0,1.15116651,0.017700,1.600,0.143,3.19000,0.01000,M-R relationship,4.280000,0.000000,243.98,957,89.800,2454966.231885,0,0.0290,0.060590,1.1881000,8.257000,0.02703,,,,,,,,3934.00,0.54,0.56,-0.130,[Fe/H],-1.139,4.72,3.240,3.88290,,,
Kepler-995 b,Kepler-995,1,1,0,28.26731672,0.170100,2.700,0.241,7.75000,0.02440,M-R relationship,2.160000,0.000000,11.92,517,89.990,2454973.924950,0,0.1203,0.120830,4.5693000,48.540000,0.03121,,,,,,,,5206.00,0.80,0.83,-0.070,[Fe/H],-0.419,4.57,5.010,2.68530,,,
Kepler-996 b,Kepler-996,1,1,0,3.77059058,0.047400,1.980,0.177,4.58000,0.01440,M-R relationship,3.240000,0.000000,723.08,1272,89.020,2454966.390970,0,0.2400,0.031440,2.0254000,14.350000,0.01635,,,,,,,,6014.00,1.14,1.09,0.030,[Fe/H],0.242,4.36,3.630,3.67551,,,
Kepler-997 b,Kepler-997,1,1,0,2.70730672,0.039700,1.360,0.121,2.42000,0.00761,M-R relationship,5.290000,0.000000,1900.13,1709,89.930,2454965.430960,0,0.6080,0.007370,3.4623000,6.090000,0.00791,,,,,,,,6150.00,1.56,1.22,0.050,[Fe/H],0.496,4.14,3.630,0.44755,,,-28.54
Kepler-998 b,Kepler-998,1,1,0,5.65377733,0.062600,2.320,0.207,5.99000,0.01890,M-R relationship,2.640000,0.000000,409.92,1020,88.770,2454964.712140,0,0.3062,0.036680,1.9612000,21.400000,0.01845,,,,,,,,6058.00,1.18,1.12,0.070,[Fe/H],0.193,4.34,3.310,5.80107,,,
Kepler-999 b,Kepler-999,1,1,0,5.99185702,0.068100,2.340,0.209,6.08000,0.01910,M-R relationship,2.610000,0.000000,740.17,1355,85.770,2454969.882140,0,0.1644,0.018430,1.6220000,28.200000,0.01250,,,,,,,,6237.00,1.65,1.29,0.050,[Fe/H],0.538,4.11,3.090,0.35446,,,-52.35
L 168-9 b,L 168-9,1,1,0,1.40150000,0.020910,1.390,0.124,4.60000,0.01447,Mass,9.600000,0.210000,149.37,965,85.500,2458340.047810,0,,0.068028,1.2393760,7.610000,0.02120,,,,3.660,,,M1 V,3800.00,0.60,0.62,0.040,[Fe/H],-1.172,4.04,,3.88024,,29.80,
L 98-59 b,L 98-59,1,3,0,2.25310000,0.022820,0.800,0.071,1.01000,0.00318,Mass,12.700000,0.120000,23.90,610,88.700,2458366.170800,0,0.3600,0.065399,1.0200000,16.200000,0.02340,,,17.2000,1.060,,,M3 V,3412.00,0.31,0.31,-0.500,[Fe/H],-1.947,4.94,1.000,15.80000,0.0000,78.00,-5.68
L 98-59 c,L 98-59,1,3,0,3.69040000,0.031700,1.350,0.120,2.42000,0.00761,Mass,5.400000,0.070000,12.40,517,89.300,2458367.275200,0,0.2900,0.177362,1.2400000,22.500000,0.03960,,,-22.9000,2.210,,,M3 V,3412.00,0.31,0.31,-0.500,[Fe/H],-1.947,4.94,1.000,15.80000,0.0000,78.00,-5.68
L 98-59 d,L 98-59,1,3,0,7.45120000,0.050600,1.570,0.140,2.31000,0.00727,Mass,3.300000,0.090000,4.85,409,88.500,2458362.737600,0,0.8900,0.180747,0.7186890,37.400000,0.04620,,,40.1000,1.670,,,M3 V,3412.00,0.31,0.31,-0.500,[Fe/H],-1.947,4.94,1.000,15.80000,0.0000,78.00,-5.68
LHS 1140 b,LHS 1140,1,2,0,24.73694000,0.095700,1.635,0.146,6.38000,0.02007,Mass,8.040000,0.096000,0.50,379,89.877,2458399.930300,0,,0.493000,2.0550000,96.400000,0.07390,,,,4.210,,,M4.5 V,3216.00,0.21,0.19,-0.240,[Fe/H],-0.321,5.06,5.000,25.99071,,131.00,-13.23
LHS 1140 c,LHS 1140,1,2,0,3.77792000,0.027340,1.169,0.104,1.76000,0.00554,Mass,6.070000,0.274000,6.16,709,89.913,2458389.293830,0,,0.252000,1.1000000,27.530000,0.05486,,,,2.220,,,M4.5 V,3216.00,0.21,0.19,-0.240,[Fe/H],-0.321,5.06,5.000,25.99071,,131.00,-13.23
LHS 1478 b,LHS 1478,1,1,0,1.94953780,0.018480,1.242,0.111,2.33000,0.00733,Mass,6.670000,,23.37,595,87.452,2458786.754250,0,0.7170,0.218450,0.7050000,16.119000,0.04620,,,,3.130,,,m3 V,3381.00,0.25,0.24,-0.130,[Fe/H],-2.146,4.87,,22.20000,2.0000,,
LHS 1815 b,LHS 1815,1,1,0,3.81433000,0.040400,1.088,0.097,8.70000,0.02737,Mass,,0.000000,17.80,617,88.125,2458327.416100,0,,0.026000,1.3400000,17.403000,0.01990,,,90.0000,2.700,,,M1,3643.00,0.50,0.50,-0.120,[Fe/H],-1.387,4.77,,5.60000,,47.80,42.22
LHS 3844 b,LHS 3844,1,1,0,0.46292913,0.006220,1.303,0.116,2.25000,0.00708,M-R relationship,5.590000,,70.10,805,88.500,2458325.725580,0,0.1860,0.448991,0.5212000,7.109000,0.06350,,,,,,,M5,3036.00,0.19,0.15,,,-2.565,5.06,,31.73000,,,
LP 714-47 b,LP 714-47,1,1,0,4.05203700,0.041700,4.700,0.419,30.80000,0.09691,Mass,1.700000,0.040000,17.22,700,87.300,2459196.115340,0,,0.484000,1.2870000,15.900000,0.07510,,2458439.800000,219.0000,17.600,,,M0.0 V,3950.00,0.58,0.59,0.410,[Fe/H],-1.125,4.64,,3.73287,2.0000,33.00,-8.04
LP 791-18 b,LP 791-18,1,2,0,0.94800500,0.009690,1.120,0.100,1.46000,0.00459,M-R relationship,5.710000,0.000000,21.50,650,87.300,2458645.944050,0,0.5400,0.455555,0.6120000,11.000000,0.06040,,,,,,,M(6.1+/-0.7) V,2960.00,0.17,0.14,-0.090,[Fe/H],-2.697,5.12,0.500,31.10000,2.0000,,14.10
LP 791-18 c,LP 791-18,1,2,0,4.98996300,0.029392,2.310,0.206,5.95000,0.01870,M-R relationship,2.650000,0.000000,2.35,370,89.550,2458651.298070,0,0.2800,1.784807,1.2080000,34.500000,0.12380,,,,,,,M(6.1+/-0.7) V,2960.00,0.17,0.14,-0.090,[Fe/H],-2.697,5.12,0.500,31.10000,2.0000,,14.10
LSPM J2116+0234 b,LSPM J2116+0234,1,1,0,14.43990000,0.087600,3.710,0.331,13.30000,0.04185,Msini,1.430000,0.183000,,,,2457573.600000,0,,,,,,,,,6.260,,,M3.0 V,3475.00,0.43,0.43,-0.050,[Fe/H],-1.699,4.95,2.000,7.51790,2.0000,42.00,
LTT 1445 A b,LTT 1445 A,3,1,0,5.35882000,0.038070,1.380,0.123,2.20000,0.00692,Mass,4.400000,0.190000,5.27,433,89.400,2458423.426290,0,0.2900,0.249800,1.3776000,29.600000,0.04580,,,-139.0000,2.100,,,M2.5V,3337.00,0.28,0.26,-0.340,[Fe/H],-2.046,4.97,,17.30000,3.4000,,-5.43
LTT 3780 b,LTT 3780,2,2,0,0.76844800,0.012110,1.332,0.119,2.62000,0.00824,Mass,6.100000,0.000000,106.00,892,87.100,2458543.911500,0,0.3500,0.108700,0.8050000,7.030000,0.03300,,,,3.410,,,M4 V,3331.00,0.37,0.40,0.280,[Fe/H],-1.809,4.90,,9.74547,1.3000,104.00,
